strata,su1,su2,su3,su4,su5,x1,x2,x3,x4,yreg,ylogit,yprobit,ymlogit,postid,postw,stdize,stdw,pw1,fpc1,pw2,fpc2,pw3,fpc3,pw4,fpc4,pw5,fpc5,pw6,fpc6,pw,id
1,2,3,4,4,5,.875526,-.6518913,0,-1.626259,3.361573,1,0,3,3,106932,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.6,58,35.80247,1834
1,2,3,4,4,5,-.4518979,-.1624621,1,1.029803,3.329952,1,0,5,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.6,58,35.80247,1835
1,2,3,4,4,5,-2.984729,-.0491244,1,.6579829,1.631507,0,0,4,4,106337,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.6,58,35.80247,1836
1,2,3,4,4,6,-.7703093,.0604506,0,-2.665722,3.239431,1,1,4,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.333333,34,34.97942,1837
1,2,3,4,4,6,1.103685,-.3168852,1,-3.448068,4.111254,0,1,4,4,106337,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.333333,34,34.97942,1838
1,2,3,4,4,6,1.246632,-.3500955,0,.8051596,3.447684,0,1,3,2,106177,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.333333,34,34.97942,1839
1,2,3,4,4,7,1.394779,.1510129,1,.4208374,3.8208,1,0,2,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.333333,34,34.97942,1840
1,2,3,4,4,7,-1.123578,-.8721812,1,1.340607,3.218204,0,0,3,5,107066,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.333333,34,34.97942,1841
1,2,3,4,4,7,-.1010377,.2869691,1,3.728633,3.171575,0,0,3,3,106932,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.333333,34,34.97942,1842
1,2,3,4,4,9,.8946472,-.1929557,1,3.439355,3.698195,0,1,5,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12.666667,38,39.09465,1843
1,2,3,4,4,9,1.015422,.0176026,1,-.4326726,4.1454,0,1,2,2,106177,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12.666667,38,39.09465,1844
1,2,3,4,4,9,-1.029476,.4310607,0,.1209822,3.422068,0,0,5,1,106770,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12.666667,38,39.09465,1845
1,2,3,4,4,10,.9554403,-.1026744,1,-1.437166,4.81161,1,1,2,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.5,42,32.40741,1846
1,2,3,4,4,10,.2251015,.1240486,0,-.3908972,4.055027,0,0,2,1,106770,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.5,42,32.40741,1847
1,2,3,4,4,10,-.1155229,.1982658,1,1.78065,3.120221,1,0,5,5,107066,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.5,42,32.40741,1848
1,2,3,4,4,10,.3239811,.0314971,1,-.6618664,3.990129,0,0,3,4,106337,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.5,42,32.40741,1849
1,2,3,4,5,2,1.081834,.5431157,1,.3823846,2.665574,1,1,3,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11.5,46,45.63492,1850
1,2,3,4,5,2,-.5943261,.3095384,1,2.543055,3.018791,1,0,2,2,106177,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11.5,46,45.63492,1851
1,2,3,4,5,2,1.148944,-.1229355,1,.4738335,3.343986,0,0,3,3,106932,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11.5,46,45.63492,1852
1,2,3,4,5,2,1.701689,-.5921096,1,-.0096724,4.286549,0,1,4,5,107066,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11.5,46,45.63492,1853
1,2,3,4,5,3,1.029165,-.5379509,1,2.75949,4.073574,0,0,1,3,106932,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11,55,43.65079,1854
1,2,3,4,5,3,.7560382,-.0640924,1,-.4479897,4.013354,1,0,3,2,106177,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11,55,43.65079,1855
1,2,3,4,5,3,-.1648775,.3452695,0,5.235989,2.770535,0,0,4,1,106770,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11,55,43.65079,1856
1,2,3,4,5,3,-.6980809,.4425774,0,.7761301,2.28136,1,0,2,4,106337,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11,55,43.65079,1857
1,2,3,4,5,3,1.702415,.0576505,1,-1.106133,4.039427,1,1,4,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11,55,43.65079,1858
1,2,3,4,5,5,.4043548,-.3474687,0,2.107695,3.570295,1,1,1,4,106337,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.2,51,40.47619,1859
1,2,3,4,5,5,.2668316,.3335717,0,2.063423,3.916777,0,0,4,5,107066,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.2,51,40.47619,1860
1,2,3,4,5,5,-.1897976,-.3789798,1,2.178816,3.317131,0,0,3,1,106770,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.2,51,40.47619,1861
1,2,3,4,5,5,-.0117963,.7642893,1,1.290978,3.274933,1,0,2,1,106770,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.2,51,40.47619,1862
1,2,3,4,5,5,.5945979,1.110212,1,.8172208,4.531485,1,0,1,4,106337,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.2,51,40.47619,1863
1,2,3,4,5,6,1.541174,.3717699,1,1.886446,4.788912,0,0,5,1,106770,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.75,43,42.65873,1864
1,2,3,4,5,6,.2604656,-1.459423,1,.4378992,4.544711,0,0,1,1,106770,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.75,43,42.65873,1865
1,2,3,4,5,6,.6834323,.4166396,0,-1.826985,3.294989,1,0,2,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.75,43,42.65873,1866
1,2,3,4,5,6,1.23909,.0932042,0,2.461954,3.785945,1,0,5,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.75,43,42.65873,1867
1,2,3,4,5,8,.8257774,.0250241,1,.2074614,4.202644,0,0,5,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,12,48,47.61905,1868
1,2,3,4,5,8,1.936701,-.4204888,1,.7206718,4.585249,1,0,2,2,106177,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,12,48,47.61905,1869
1,2,3,4,5,8,.6459377,1.096666,1,-3.999783,3.177494,0,1,1,2,106177,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,12,48,47.61905,1870
1,2,3,4,5,8,-.3672061,.1473865,0,2.228256,4.547857,0,0,1,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,12,48,47.61905,1871
1,2,3,4,5,9,-.4958183,-.5586858,1,4.423516,3.216329,0,0,3,5,107066,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10,40,39.68254,1872
1,2,3,4,5,9,.3431799,.3188046,1,-.9780769,3.852159,0,0,5,1,106770,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10,40,39.68254,1873
1,2,3,4,5,9,.8558162,.1588418,1,1.364752,4.386441,0,0,4,1,106770,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10,40,39.68254,1874
1,2,3,4,5,9,-1.257173,.3482983,1,-3.8239,2.017893,0,0,1,5,107066,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10,40,39.68254,1875
1,2,3,4,5,10,-.1809787,.3616557,0,-.2211452,3.764794,1,0,4,2,106177,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.8,54,42.85714,1876
1,2,3,4,5,10,1.473055,.5351701,1,-.8945982,4.570136,1,1,2,2,106177,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.8,54,42.85714,1877
1,2,3,4,5,10,-.9015824,-.4925675,1,1.28987,3.013001,0,0,1,5,107066,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.8,54,42.85714,1878
1,2,3,4,5,10,1.370261,-.6959143,1,1.953449,5.767994,0,1,4,5,107066,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.8,54,42.85714,1879
1,2,3,4,5,10,.9500915,.7072687,0,-.3577456,3.318996,1,1,2,3,106932,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.8,54,42.85714,1880
1,2,3,5,1,1,1.55503,.3481181,0,1.745317,3.363076,0,1,5,3,106932,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,11,33,76.38889,1881
1,2,3,5,1,1,-.221309,.3774289,0,.9548076,2.58656,0,0,3,4,106337,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,11,33,76.38889,1882
1,2,3,5,1,1,2.809087,.172702,1,-4.211721,4.588838,1,1,4,4,106337,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,11,33,76.38889,1883
1,2,3,5,1,6,-.743642,.5919643,0,.552583,2.504509,0,1,2,2,106177,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10,40,69.44444,1884
1,2,3,5,1,6,.9207732,.3989124,1,1.51575,3.574555,0,1,5,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10,40,69.44444,1885
1,2,3,5,1,6,1.0229,-.4322409,0,.5930951,4.028334,0,1,4,3,106932,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10,40,69.44444,1886
1,2,3,5,1,6,-.6910664,-.3305371,0,-2.544006,2.545987,1,0,3,1,106770,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10,40,69.44444,1887
1,2,3,5,1,9,.7948577,.8425418,0,-2.365513,3.224963,0,0,3,3,106932,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10,30,69.44444,1888
1,2,3,5,1,9,-.1312286,.4571666,1,2.819601,4.383187,0,0,5,2,106177,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10,30,69.44444,1889
1,2,3,5,1,9,1.683195,.320211,0,2.743652,3.511629,1,1,1,4,106337,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10,30,69.44444,1890
1,2,3,5,1,10,-1.368328,.0080516,0,-1.475519,2.251812,0,0,1,2,106177,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10.8,54,75,1891
1,2,3,5,1,10,.2679415,-.5095444,0,-3.331892,3.670661,0,0,5,3,106932,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10.8,54,75,1892
1,2,3,5,1,10,-.2918459,.186178,0,-1.145437,2.91,1,0,5,1,106770,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10.8,54,75,1893
1,2,3,5,1,10,-1.027837,.4522296,1,1.364953,2.45005,0,0,4,4,106337,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10.8,54,75,1894
1,2,3,5,1,10,.8036826,.4125353,0,.0260031,3.292184,0,0,3,1,106770,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10.8,54,75,1895
1,2,3,5,2,1,.2659244,-.5297124,1,-.6457016,3.312061,0,1,1,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.25,45,34.72222,1896
1,2,3,5,2,1,-.3170167,-.5487421,1,.5503239,2.066503,1,0,3,1,106770,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.25,45,34.72222,1897
1,2,3,5,2,1,1.364654,-.0552367,0,-2.845398,3.282601,0,0,2,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.25,45,34.72222,1898
1,2,3,5,2,1,-.112181,.6585929,1,1.133075,2.118419,1,0,3,5,107066,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.25,45,34.72222,1899
1,2,3,5,2,2,-1.16428,.4959483,1,.4418091,1.066845,0,0,5,1,106770,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12.333333,37,38.06585,1900
1,2,3,5,2,2,-.5249264,.4422035,1,-2.591212,2.30555,0,0,5,5,107066,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12.333333,37,38.06585,1901
1,2,3,5,2,2,-.3338319,.0919389,0,2.298634,2.171232,0,0,4,2,106177,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12.333333,37,38.06585,1902
1,2,3,5,2,3,1.411766,.4374912,0,-3.332399,2.902199,0,1,2,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12.333333,37,38.06585,1903
1,2,3,5,2,3,-2.09775,.8593584,1,4.972755,1.123335,0,0,1,4,106337,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12.333333,37,38.06585,1904
1,2,3,5,2,3,.2475961,-.0791084,1,-2.543885,3.600273,0,0,3,3,106932,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12.333333,37,38.06585,1905
1,2,3,5,2,4,.1907547,-.033789,0,.2775377,2.070073,1,0,1,3,106932,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10,50,30.8642,1906
1,2,3,5,2,4,1.364374,.3810794,1,1.45291,3.610835,1,0,1,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10,50,30.8642,1907
1,2,3,5,2,4,1.358719,.4515562,0,-2.153845,3.379682,0,1,5,3,106932,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10,50,30.8642,1908
1,2,3,5,2,4,-1.844009,.2272522,1,-2.271107,3.227571,0,0,5,1,106770,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10,50,30.8642,1909
1,2,3,5,2,4,.0920884,.1004226,0,1.024972,3.302632,0,1,2,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10,50,30.8642,1910
1,2,3,5,2,5,-1.41363,-.4667515,1,-2.018738,2.583801,0,0,3,1,106770,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11,55,33.95062,1911
1,2,3,5,2,5,-1.425513,.45699,1,-.7235827,1.743286,0,0,3,4,106337,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11,55,33.95062,1912
1,2,3,5,2,5,.3776745,.3706314,1,2.044185,2.243765,1,1,5,3,106932,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11,55,33.95062,1913
1,2,3,5,2,5,-1.571173,.224501,1,.0790248,2.432303,0,0,5,3,106932,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11,55,33.95062,1914
1,2,3,5,2,5,-1.404936,.6541216,0,2.17089,2.325046,0,0,5,5,107066,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11,55,33.95062,1915
1,2,3,5,2,6,1.030256,-.0396318,1,-.4608891,3.553104,0,0,1,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.5,46,35.49383,1916
1,2,3,5,2,6,.113075,-.4450242,1,2.858099,2.716997,0,1,1,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.5,46,35.49383,1917
1,2,3,5,2,6,.713926,.2162008,1,2.158627,4.279152,1,0,1,3,106932,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.5,46,35.49383,1918
1,2,3,5,2,6,.4304627,.3373789,0,3.478798,2.305676,0,0,4,3,106932,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.5,46,35.49383,1919
1,2,3,5,2,8,-.3379059,.3683704,0,.2162011,2.712052,0,0,4,1,106770,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.5,42,32.40741,1920
1,2,3,5,2,8,-1.138049,.0424403,0,-3.226044,2.817508,0,0,1,1,106770,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.5,42,32.40741,1921
1,2,3,5,2,8,-.2912341,-.1560734,0,1.618671,3.527947,0,0,4,3,106932,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.5,42,32.40741,1922
1,2,3,5,2,8,-.7786712,-.1765692,0,3.544556,2.928436,0,0,1,4,106337,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.5,42,32.40741,1923
1,2,3,5,2,9,1.315195,.4672225,0,-2.436182,3.099599,0,1,4,5,107066,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,13,39,40.12346,1924
1,2,3,5,2,9,-.0169383,.9248187,1,.7482399,3.373154,0,0,4,5,107066,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,13,39,40.12346,1925
1,2,3,5,2,9,-1.891524,-.0138012,0,.8791602,2.891893,0,0,4,1,106770,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,13,39,40.12346,1926
1,2,3,5,2,10,-1.804045,.7366096,0,-.847877,2.048519,0,0,4,5,107066,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.25,41,31.6358,1927
1,2,3,5,2,10,-.7056266,-.1237893,0,-1.770987,3.380366,0,0,3,1,106770,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.25,41,31.6358,1928
1,2,3,5,2,10,-.939733,.1682777,1,.341386,2.718069,0,0,1,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.25,41,31.6358,1929
1,2,3,5,2,10,.6475596,.2344964,0,-.0336301,3.629373,1,0,3,4,106337,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.25,41,31.6358,1930
1,2,3,5,3,1,.1613407,.3918228,0,1.034125,2.256728,1,0,3,1,106770,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,13,39,40.12346,1931
1,2,3,5,3,1,1.242342,-.7882232,1,.6576166,3.351881,1,0,4,5,107066,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,13,39,40.12346,1932
1,2,3,5,3,1,.4608349,.7183828,0,2.208448,3.354897,0,0,3,2,106177,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,13,39,40.12346,1933
1,2,3,5,3,2,-1.096002,.3678843,1,3.12252,1.40656,0,0,5,4,106337,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.2,56,34.5679,1934
1,2,3,5,3,2,-1.111867,.5839601,1,-3.205182,1.373541,0,0,5,5,107066,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.2,56,34.5679,1935
1,2,3,5,3,2,-.9452481,-.9459138,0,.2963832,3.513087,0,0,4,2,106177,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.2,56,34.5679,1936
1,2,3,5,3,2,.510683,.3500625,1,1.095353,2.985226,1,0,2,2,106177,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.2,56,34.5679,1937
1,2,3,5,3,2,1.034588,.2337385,0,3.342557,2.942071,1,0,4,5,107066,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.2,56,34.5679,1938
1,2,3,5,3,3,.646031,-.020221,1,4.410414,3.60446,0,1,3,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.4,52,32.09877,1939
1,2,3,5,3,3,.3422777,.0157995,1,1.636512,3.183916,0,0,1,3,106932,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.4,52,32.09877,1940
1,2,3,5,3,3,.0679228,.0799807,1,-2.386686,2.541856,1,0,1,1,106770,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.4,52,32.09877,1941
1,2,3,5,3,3,-1.467563,-.0380619,0,3.28514,3.42125,0,0,2,1,106770,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.4,52,32.09877,1942
1,2,3,5,3,3,-1.348456,.5693403,1,-2.353656,2.052776,0,0,2,2,106177,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.4,52,32.09877,1943
1,2,3,5,3,4,.7730188,.3236136,1,-1.926745,2.800879,0,0,4,2,106177,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.2,51,31.48148,1944
1,2,3,5,3,4,2.302872,.6221763,0,.909487,4.266488,1,1,4,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.2,51,31.48148,1945
1,2,3,5,3,4,-1.540023,-.1267196,1,-1.260834,2.52581,0,0,4,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.2,51,31.48148,1946
1,2,3,5,3,4,.0599075,.3991835,0,-.0814488,2.803968,0,0,4,5,107066,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.2,51,31.48148,1947
1,2,3,5,3,4,.2587042,-.0237008,1,3.371059,3.060559,0,0,5,3,106932,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10.2,51,31.48148,1948
1,2,3,5,3,5,.2073334,.2790752,0,1.32103,3.600511,0,1,3,3,106932,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12,36,37.03704,1949
1,2,3,5,3,5,.0155904,.8054081,1,-1.943798,3.1192,0,0,1,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12,36,37.03704,1950
1,2,3,5,3,5,-.84065,.4693991,1,-1.558126,2.628483,0,0,1,5,107066,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12,36,37.03704,1951
1,2,3,5,3,6,1.080957,-.5930129,1,1.101346,3.321665,1,0,2,5,107066,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.333333,34,34.97942,1952
1,2,3,5,3,6,-.8844494,-.0030857,1,-.6357967,3.805903,0,0,1,3,106932,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.333333,34,34.97942,1953
1,2,3,5,3,6,.877073,.4546681,1,5.859737,3.834473,0,0,5,4,106337,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11.333333,34,34.97942,1954
1,2,3,5,3,7,-.2404206,.4615022,0,-.8986818,3.055591,0,0,2,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12,48,37.03704,1955
1,2,3,5,3,7,-.0611435,.5295714,0,-.4169839,2.662194,0,1,3,2,106177,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12,48,37.03704,1956
1,2,3,5,3,7,-1.980627,-.1348536,0,1.66273,2.628992,0,0,2,1,106770,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12,48,37.03704,1957
1,2,3,5,3,7,-.4966052,-1.188888,1,1.614454,3.668722,0,0,3,1,106770,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,12,48,37.03704,1958
1,2,3,5,3,8,-.9457576,.7636407,0,-1.532712,3.10201,0,0,3,5,107066,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10,50,30.8642,1959
1,2,3,5,3,8,.6772569,-.3348599,1,-2.366091,4.425386,0,0,2,1,106770,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10,50,30.8642,1960
1,2,3,5,3,8,-.6878768,.126118,1,5.208378,2.730355,0,0,4,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10,50,30.8642,1961
1,2,3,5,3,8,2.142773,.0922107,1,.5842217,4.567588,0,1,2,2,106177,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10,50,30.8642,1962
1,2,3,5,3,8,.3800133,.4123277,1,-4.584478,3.743318,0,0,4,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,10,50,30.8642,1963
1,2,3,5,3,9,-1.905423,.3183791,0,2.094304,2.318168,0,0,2,4,106337,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11,33,33.95062,1964
1,2,3,5,3,9,.5797558,.335282,1,-.244621,3.087925,0,0,4,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11,33,33.95062,1965
1,2,3,5,3,9,.3610143,1.572059,0,-.367638,3.289054,0,1,3,1,106770,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.1111111,10,11,33,33.95062,1966
1,2,3,5,4,3,-.5451208,.7186402,0,-2.089841,3.268326,0,1,3,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10,40,69.44444,1967
1,2,3,5,4,3,-.7389066,.7821218,0,2.931634,2.065551,0,0,1,2,106177,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10,40,69.44444,1968
1,2,3,5,4,3,1.854912,.39291,0,-.8537053,5.045051,1,1,2,4,106337,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10,40,69.44444,1969
1,2,3,5,4,3,-.8659627,1.013662,0,-.2494712,1.549921,0,0,2,4,106337,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10,40,69.44444,1970
1,2,3,5,4,4,.3688752,-.4706505,0,-2.129185,3.826189,0,0,1,5,107066,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,12.333333,37,85.64815,1971
